fat_g,fiber_g,calories,food_id,potassium_mg,sodium_mg,source,name,carbs_g,cholesterol_mg,sugar_g,protein_g,category,cuisine,sat_fat_g,low_gi,low_sodium,diabetic_friendly,heart_healthy,vegetarian,vegan,meal_type
7.5,0.0,225.0,1715,78.0,50.0,USDA,"SIMPLY STRAWBERRY MOCHI ICE CREAM, STRAWBERRY",37.5,25.0,22.5,2.5,Other,American,5.0,0,1,0,0,1,0,lunch
7.5,0.0,225.0,1716,128.0,62.0,USDA,"MATCHA GREEN TEA BITE SIZE MOCHI ICE CREAM BUNDLED IN SWEET RICE DOUGH, MATCHA GREEN TEA",37.5,25.0,25.0,2.5,Other,American,5.0,0,1,0,0,1,0,dinner
8.57,2.9,400.0,1717,0.0,800.0,USDA,"MOCHA & CHOCOLATE HOT COCOA MIX, MOCHA & CHOCOLATE",71.43,0.0,62.86,11.43,Other,American,7.14,0,0,0,0,1,1,lunch
3.0,2.0,99.0,1718,0.0,275.0,USDA,SEASONED CHICKPEAS CHAN MASALA,12.0,0.0,0.0,6.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,125.0,1719,0.0,639.0,USDA,"RESTAURANT STYLE BBQ SAUCE, SWEET N' SMOKEY",30.56,0.0,27.78,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
28.57,0.0,357.0,1720,0.0,786.0,USDA,SMOKED GOUDA,0.0,89.0,0.0,25.0,Other,American,21.43,0,0,0,0,1,1,lunch
42.86,14.3,607.0,1721,0.0,257.0,USDA,"NATURAL PEANUTS, ROASTED & SALTED",28.57,0.0,3.57,25.0,Other,American,7.14,1,0,1,0,1,1,dinner
10.0,6.7,133.0,1722,0.0,2133.0,USDA,MANZANILLA OLIVES STUFFED WITH MINCED PIMIENTO,6.67,0.0,0.0,0.0,Other,American,1.33,1,0,1,0,1,1,lunch
35.71,3.6,571.0,1723,0.0,321.0,USDA,HOME STYLE POTATO CHIPS,53.57,36.0,0.0,7.14,Other,American,14.29,1,0,0,0,1,1,snack
35.71,3.6,571.0,1724,0.0,321.0,USDA,HOME STYLE POTATO CHIPS,53.57,36.0,0.0,7.14,Other,American,14.29,1,0,0,0,1,1,snack
3.57,3.6,393.0,1725,0.0,1679.0,USDA,SUPER THIN PRETZELS,82.14,0.0,3.57,10.71,Other,American,0.0,1,0,0,0,1,1,lunch
28.57,3.6,500.0,1726,0.0,1179.0,USDA,CHEESE FLAVORED CURLS,53.57,0.0,7.14,7.14,Other,American,5.36,0,0,0,0,1,0,lunch
7.02,7.0,404.0,1727,895.0,684.0,USDA,"BAKED VEGETABLE CRISPS, RANCH",77.19,0.0,10.53,7.02,Other,American,0.88,0,0,0,0,1,1,dinner
22.5,2.5,275.0,1728,0.0,1075.0,USDA,TIKKA MASALA SAUCE,12.5,0.0,7.5,2.5,Other,American,7.5,0,0,0,0,1,1,lunch
36.25,1.2,362.0,1729,0.0,2888.0,USDA,THAI MIX FOR RICE,8.75,0.0,6.25,1.25,Other,American,20.0,0,0,0,0,1,1,dinner
32.5,0.0,375.0,1730,0.0,775.0,USDA,PESTO SAUCE,15.0,0.0,5.0,2.5,Other,American,5.0,0,0,0,0,1,1,lunch
5.36,0.0,125.0,1731,0.0,429.0,USDA,PREMIUM CHUNK WHITE CHICKEN IN WATER,1.79,62.0,0.0,17.86,Other,American,1.79,0,0,0,0,0,0,lunch
10.0,0.0,433.0,1732,0.0,117.0,USDA,"SWEETENED CONDENSED MILK, SWEETENED",73.33,33.0,70.0,10.0,Other,American,0.0,0,1,0,0,1,0,breakfast
12.24,6.1,429.0,1733,133.0,20.0,USDA,CHOCOLATE CRAN-RAISIN,69.39,0.0,34.69,8.16,Other,American,2.04,0,1,0,0,1,1,lunch
0.0,0.0,139.0,1734,361.0,1389.0,USDA,"CHILI SAUCE, CHILI",33.33,0.0,22.22,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
1.79,3.6,375.0,1735,179.0,0.0,USDA,"100% DURUM WHEAT SEMOLINA MACARONI PRODUCT, NO. 69 PENNE ZITI LISCE",78.57,0.0,3.57,12.5,Other,American,0.0,1,1,0,1,1,1,lunch
3.57,3.6,500.0,1736,0.0,2107.0,USDA,"SOURDOUGH BROKEN PRETZELS, SOURDOUGH",85.71,0.0,7.14,7.14,Other,American,0.0,0,0,0,0,1,1,lunch
7.2,0.0,104.0,1737,160.0,256.0,USDA,"ROASTED GARLIC SAUCE, ROASTED GARLIC",4.0,0.0,2.4,0.8,Other,American,0.8,0,0,0,0,1,1,dinner
0.0,3.3,358.0,1738,0.0,17.0,USDA,MUSHROOM FETTUCCINE,78.33,0.0,0.0,13.33,Other,American,0.0,1,1,0,1,1,1,lunch
12.58,1.3,270.0,1739,214.0,629.0,USDA,"PEPPERONI DEEP DISH SINGLES PIZZA, PEPPERONI",28.93,25.0,6.92,9.43,Other,American,6.29,0,0,0,0,1,1,lunch
46.88,6.2,594.0,1740,0.0,391.0,USDA,"CREAMY PEANUT BUTTER, CREAMY",25.0,0.0,9.38,21.88,Other,American,9.38,0,0,0,0,1,0,snack
0.0,7.1,321.0,1741,0.0,3214.0,USDA,"BREADER, SPICY & HOT, SPICY & HOT",71.43,0.0,0.0,7.14,Other,American,0.0,1,0,0,0,1,1,lunch
0.41,1.2,53.0,1742,122.0,192.0,USDA,"GARDEN SOUP, SWEET CORN, SWEET CORN",12.24,0.0,2.45,1.63,Other,American,0.0,0,0,0,0,1,1,lunch
100.0,0.0,857.0,1743,0.0,0.0,USDA,CANOLA OIL,0.0,0.0,0.0,0.0,Other,American,7.14,0,1,0,0,1,1,lunch
18.75,0.0,250.0,1744,0.0,625.0,USDA,SANDWICH SPREAD,18.75,31.0,12.5,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
20.0,2.5,450.0,1745,0.0,450.0,USDA,PEANUT CRUNCH,65.0,0.0,57.5,10.0,Other,American,3.75,0,0,0,0,1,1,snack
0.0,0.0,139.0,1746,0.0,2000.0,USDA,"PREMIUM SMOKY MONTREAL STEAK SAUCE, SMOKY MONTREAL STEAK",27.78,0.0,22.22,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
2.98,0.0,119.0,1747,0.0,583.0,USDA,OVEN-ROASTED CHICKEN BITES,1.19,54.0,0.0,23.81,Other,American,1.19,0,0,0,0,0,0,dinner
28.57,0.0,357.0,1748,0.0,607.0,USDA,PEPPER JACK CHEESE,0.0,107.0,0.0,25.0,Other,American,17.86,0,0,0,0,1,0,lunch
30.0,2.9,543.0,1749,0.0,36.0,USDA,HOLIDAY MILK CHOCOLATE,64.29,14.0,61.43,4.29,Other,American,17.14,0,1,0,0,1,0,breakfast
28.57,0.0,357.0,1750,0.0,607.0,USDA,WISCONSIN MONTEREY JACK CHEESE,0.0,107.0,0.0,25.0,Other,American,17.86,0,0,0,0,1,0,lunch
0.0,0.0,200.0,1751,0.0,0.0,USDA,FANCY MARASCHINO CHERRIES,40.0,0.0,20.0,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
3.53,3.5,176.0,1752,0.0,494.0,USDA,SANTA FE VEGGIE BURGER,23.53,0.0,2.35,15.29,Other,American,0.0,1,0,1,0,1,0,breakfast
2.19,1.8,53.0,1753,202.0,342.0,USDA,"SAUCED CHEESY BROCCOLI, SAUCED",4.39,4.0,1.75,2.63,Other,American,1.32,0,0,0,0,1,1,lunch
2.83,1.4,110.0,1754,88.0,198.0,USDA,"SAUCED CHEESY PASTA & BROCCOLI WITH ONIONS & BACON, SAUCED WITH ONIONS & BACON",15.9,7.0,0.71,4.59,Other,American,1.41,0,0,0,0,0,0,dinner
2.55,2.0,61.0,1755,306.0,184.0,USDA,"SAUCED MARINARA TUSCAN VEGETABLES, SAUCED",7.14,0.0,4.08,2.04,Other,American,0.51,0,0,0,0,1,1,lunch
0.0,0.0,400.0,1756,0.0,0.0,USDA,"CONFECTIONERS 10-X POWDERED PURE CANE SUGAR WITH CORNSTARCH, CORNSTARCH",100.0,0.0,96.67,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,375.0,1757,0.0,0.0,USDA,PREMIUM PURE CANE GRANULATED SUGAR,100.0,0.0,100.0,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,375.0,1758,0.0,0.0,USDA,"DARK BROWN PREMIUM PURE CANE SUGAR, DARK BROWN",100.0,0.0,100.0,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,375.0,1759,0.0,0.0,USDA,PREMIUM PURE CANE GRANULATED SUGAR,100.0,0.0,100.0,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
2.47,0.7,163.0,1760,127.0,396.0,USDA,"SEASONED CHICKEN FLAVORED RICE WITH BROCCOLI, CARROTS & ONIONS, SEASONED CHICKEN",30.74,0.0,2.12,3.18,Other,American,0.35,0,0,0,0,0,0,dinner
0.0,2.3,40.0,1761,182.0,0.0,USDA,FRENCH CUT GREEN BEANS,5.68,0.0,2.27,1.14,Other,American,0.0,0,1,0,1,1,1,lunch
1.59,0.7,124.0,1762,127.0,307.0,USDA,"SAUCED MUSHROOM & GREEN BEAN RISOTTO, SAUCED",23.67,5.0,1.77,3.18,Other,American,0.88,0,0,0,0,1,1,lunch
2.69,2.2,97.0,1763,290.0,215.0,USDA,"SAUCED CHEESY ROASTED RED POTATOES WITH ONIONS & BACON, SAUCED",16.13,5.0,1.08,3.23,Other,American,1.61,0,0,0,1,0,0,dinner
1.11,2.2,78.0,1764,267.0,0.0,USDA,SWEET KERNEL CORN,15.56,0.0,6.67,3.33,Other,American,0.0,0,1,0,1,1,1,lunch
0.53,1.1,88.0,1765,88.0,12.0,USDA,"WHOLE GRAIN RICE WITH BROCCOLI & CARROTS, BROCCOLI & CARROTS",18.34,0.0,0.71,2.12,Other,American,0.0,0,1,0,0,1,1,dinner
26.67,0.0,267.0,1766,0.0,50.0,USDA,"MEXICAN STYLE SOUR CREAM, MEXICAN STYLE",3.33,100.0,0.0,3.33,Other,American,16.67,0,1,0,0,1,0,lunch
0.0,3.2,64.0,1767,152.0,8.0,USDA,NO SALT ADDED SWEET PEAS,12.0,0.0,4.0,3.2,Other,American,0.0,1,1,1,1,1,1,lunch
0.0,6.2,92.0,1768,385.0,285.0,USDA,"MILD CHILI BEANS RED BEANS IN CHILI SAUCE, MILD CHILI BEANS",16.92,0.0,1.54,4.62,Other,American,0.0,1,0,1,1,1,1,lunch
0.0,1.6,33.0,1769,146.0,203.0,USDA,SLICED BEETS,7.32,0.0,5.69,0.81,Other,American,0.0,0,0,0,0,1,1,lunch
4.04,1.0,86.0,1770,0.0,490.0,USDA,"BEEF IN CHILI SAUCE, BEEF IN CHILI",10.1,10.0,1.01,2.53,Other,American,1.52,0,0,0,0,0,0,lunch
0.0,2.4,36.0,1771,193.0,241.0,USDA,WHOLE HEARTS OF PALM,6.02,0.0,1.2,2.41,Other,American,0.0,0,0,0,1,1,1,lunch
0.0,3.3,67.0,1772,0.0,183.0,USDA,SLICED PICKLED BEETS,16.67,0.0,13.33,0.0,Other,American,0.0,0,0,0,1,1,1,lunch
0.0,3.8,85.0,1773,0.0,285.0,USDA,BUTTER BEANS,16.15,0.0,0.77,4.62,Other,American,0.0,1,0,1,1,1,0,lunch
0.0,4.5,79.0,1774,146.0,0.0,USDA,SWEET PEAS,13.48,0.0,4.49,5.62,Other,American,0.0,1,1,1,1,1,1,lunch
0.0,2.4,35.0,1775,212.0,24.0,USDA,BABY BROCCOLI FLORETS,4.71,0.0,2.35,1.18,Other,American,0.0,0,1,0,1,1,1,lunch
0.0,0.0,200.0,1776,0.0,20400.0,USDA,"CRACKED PEPPERCORN & HERB SEA SALT RUB, CRACKED PEPPERCORN & HERB",40.0,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
25.0,0.0,450.0,1777,0.0,1800.0,USDA,"BISCUIT GRAVY MIX, BISCUIT",60.0,0.0,0.0,0.0,Other,American,10.0,0,0,0,0,1,1,lunch
51.72,0.0,483.0,1778,0.0,690.0,USDA,"RED JALAPENO CAESAR DRESSING, RED JALAPENO CAESAR",3.45,34.0,3.45,0.0,Other,American,8.62,0,0,0,0,1,1,lunch
25.81,0.0,323.0,1779,0.0,806.0,USDA,"BALSAMIC VINAIGRETTE DRESSING, BALSAMIC VINAIGRETTE",16.13,0.0,12.9,0.0,Other,American,4.84,0,0,0,0,1,1,lunch
43.33,0.0,400.0,1780,0.0,1400.0,USDA,"OLDE VENICE ITALIAN DRESSING, OLDE VENICE ITALIAN",6.67,0.0,3.33,0.0,Other,American,6.67,0,0,0,0,1,1,lunch
22.58,0.0,258.0,1781,0.0,1194.0,USDA,"LIGHT CAESAR DRESSING, LIGHT CAESAR",6.45,32.0,6.45,3.23,Other,American,4.84,0,0,0,0,1,1,lunch
40.0,0.0,400.0,1782,0.0,733.0,USDA,"WHITE BALSAMIC VINAIGRETTE, WHITE BALSAMIC",10.0,0.0,6.67,0.0,Other,American,6.67,0,0,0,0,1,1,lunch
21.43,0.0,500.0,1783,0.0,1071.0,USDA,"ITALIAN GOURMET CUT CROUTONS, ITALIAN",57.14,0.0,0.0,14.29,Other,American,0.0,0,0,0,0,1,1,lunch
21.43,0.0,500.0,1784,0.0,714.0,USDA,"CAESAR GOURMET CUT CROUTONS, CAESAR",57.14,0.0,0.0,14.29,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.9,53.0,1785,0.0,9.0,USDA,PINEAPPLE SLICES IN ITS OWN 100% JUICE,14.04,0.0,12.28,0.0,Other,American,0.0,0,1,0,0,1,1,breakfast
0.0,0.0,18.0,1786,0.0,929.0,USDA,"KOSHER DILL SANDWICH STUFFERS, KOSHER DILL",3.57,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,18.0,1787,0.0,1464.0,USDA,"HOT SLICED JALAPENO PEPPERS, HOT",0.0,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
17.86,0.0,179.0,1788,0.0,1286.0,USDA,"SANTA BARBARA OLIVE CO., ANCHOVY STUFFED OLIVES",7.14,0.0,0.0,0.0,Other,American,3.57,0,0,0,0,1,1,snack
0.0,0.0,18.0,1789,0.0,929.0,USDA,"KOSHER DILL SPEARS, KOSHER DILL",3.57,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,71.0,1790,0.0,607.0,USDA,"BREAD & BUTTER OLD-FASHIONED SWEET SANDWICH STUFFERS, BREAD & BUTTER",17.86,0.0,17.86,0.0,Other,American,0.0,0,0,0,0,1,0,lunch
0.0,0.0,375.0,1791,0.0,0.0,USDA,"DARK BROWN PREMIUM PURE CANE SUGAR, DARK BROWN",100.0,0.0,100.0,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,88.0,1792,0.0,735.0,USDA,ORGANIC KETCHUP,23.53,0.0,23.53,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,67.0,1793,0.0,1133.0,USDA,ORGANIC STEAK SAUCE,13.33,0.0,6.67,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
50.0,6.2,625.0,1794,281.0,281.0,USDA,"CHOCOLATE HAZELNUT & ALMOND BUTTER, CHOCOLATE",34.38,0.0,25.0,12.5,Other,American,9.38,0,0,0,0,1,0,snack
0.0,0.0,100.0,1795,0.0,1100.0,USDA,"HORSERADISH MUSTARD, HORSERADISH",0.0,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,100.0,1796,0.0,1500.0,USDA,"NEW YORK DELI STYLE MUSTARD, NEW YORK DELI STYLE",0.0,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,194.0,1797,0.0,56.0,USDA,"SEEDLESS RASPBERRY SPREADABLE FRUIT, SEEDLESS RASPBERRY",50.0,0.0,44.44,0.0,Other,American,0.0,0,1,0,0,1,1,snack
0.0,0.0,100.0,1798,0.0,2300.0,USDA,"DIJON MUSTARD, DIJON",0.0,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,286.0,1799,0.0,0.0,USDA,100% HONEY,80.95,0.0,80.95,0.0,Other,American,0.0,0,1,0,0,1,0,lunch
0.0,0.0,100.0,1800,0.0,600.0,USDA,"CREAM CHEESE, ORIGINAL",10.0,17.0,6.67,13.33,Other,American,0.0,0,0,0,0,1,0,lunch
11.49,0.0,241.0,1801,0.0,92.0,USDA,"COOKIE DOUGH ICE CREAM, COOKIE DOUGH",31.03,46.0,21.84,3.45,Other,American,6.9,0,1,0,0,1,0,snack
10.34,0.0,195.0,1802,0.0,69.0,USDA,"COTTON CANDY ICE CREAM, COTTON CANDY",24.14,46.0,18.39,2.3,Other,American,6.9,0,1,0,0,1,0,lunch
10.34,0.0,218.0,1803,0.0,172.0,USDA,"SEA SALT CARAMEL PRETZEL CARAMEL ICE CREAM SWIRLED WITH FUDGE, SEA SALT CARAMEL & SEA SALT CHOCOLATY-COATED PRETZELS, SEA SALT CARAMEL PRETZEL",31.03,34.0,21.84,2.3,Other,American,6.9,0,0,0,0,1,0,breakfast
0.0,0.0,100.0,1804,0.0,1700.0,USDA,"STONE GROUND MUSTARD, STONE GROUND",0.0,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,3.8,92.0,1805,0.0,4.0,USDA,NO SALT ADDED PINTO BEANS,16.15,0.0,0.77,5.38,Other,American,0.0,1,1,1,1,1,1,lunch
0.0,6.2,85.0,1806,0.0,4.0,USDA,ORGANIC KIDNEY BEANS,15.38,0.0,0.77,5.38,Other,American,0.0,1,1,1,1,1,1,lunch
10.71,0.0,107.0,1807,0.0,857.0,USDA,EXTRA LARGE PITTED RIPE OLIVES,7.14,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
15.0,3.3,433.0,1808,167.0,417.0,USDA,"SWEDISH STYLE GINGER SNAPS, SWEDISH STYLE",76.67,0.0,40.0,3.33,Other,American,0.0,0,0,0,0,1,1,lunch
3.33,10.0,333.0,1809,283.0,0.0,USDA,ORGANIC SPROUTED WHOLE WHEAT FLOUR,66.67,0.0,0.0,13.33,Other,American,0.0,1,1,0,1,1,1,lunch
0.0,0.8,21.0,1810,77.0,183.0,USDA,DICED TOMATOES IN TOMATO JUICE,4.17,0.0,2.5,0.83,Other,American,0.0,0,0,0,0,1,1,breakfast
0.0,5.0,325.0,1811,775.0,25.0,USDA,RAISINS,77.5,0.0,72.5,2.5,Other,American,0.0,0,1,0,1,1,1,lunch
0.0,0.8,21.0,1812,77.0,183.0,USDA,DICED TOMATOES IN TOMATO JUICE,4.17,0.0,2.5,0.83,Other,American,0.0,0,0,0,0,1,1,breakfast
29.03,6.5,452.0,1813,0.0,0.0,USDA,COOKIES,51.61,0.0,41.94,9.68,Other,American,3.23,0,1,0,0,1,1,snack
0.0,0.0,16.0,1814,0.0,266.0,USDA,"WILD MUSHROOM ORGANIC GRAVY, WILD MUSHROOM",4.69,0.0,0.0,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
16.13,3.2,452.0,1815,0.0,548.0,USDA,"ROSEMARY & OLIVE OIL GLUTEN FREE SNACK CRACKERS, ROSEMARY & OLIVE OIL",67.74,0.0,12.9,9.68,Other,American,1.61,0,0,0,0,1,1,snack
11.67,6.7,433.0,1816,300.0,450.0,USDA,"MULTI-SEEDS ARTISAN CRACKER SNACKS, MULTI-SEEDS",73.33,0.0,0.0,10.0,Other,American,0.0,1,0,0,0,1,1,snack
1.79,7.1,393.0,1817,0.0,2250.0,USDA,"LOADED BAKED HOMESTYLE CASSEROLE POTATO SLICES, HOMESTYLE CASSEROLE",85.71,0.0,3.57,7.14,Other,American,0.0,1,0,0,0,1,1,dinner
5.36,7.1,357.0,1818,0.0,2536.0,USDA,"FULLY LOADED PEPPERED BACON & CHEDDAR MICROWAVABLE MASHED POTATOES, BACON & CHEDDAR",71.43,0.0,3.57,7.14,Other,American,1.79,1,0,0,0,0,0,lunch
3.45,6.9,345.0,1819,0.0,2000.0,USDA,PREMIUM RED POTATOES,72.41,0.0,3.45,6.9,Other,American,1.72,1,0,0,0,1,1,lunch
5.36,7.1,357.0,1820,0.0,2143.0,USDA,"AU GRATIN HOMESTYLE CASSEROLE, AU GRATIN",71.43,0.0,3.57,7.14,Other,American,3.57,1,0,0,0,1,1,lunch
1.79,0.0,80.0,1821,0.0,375.0,USDA,100% NATURAL CHICKEN BREAST WITH RIB MEAT IN BROTH,0.0,62.0,0.0,16.07,Other,American,0.0,0,0,0,0,0,0,lunch
0.0,1.6,71.0,1822,0.0,12.0,USDA,"OLD FASHIONED APPLE SAUCE, OLD FASHIONED",18.25,0.0,14.29,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,1.6,41.0,1823,0.0,12.0,USDA,"NATURAL APPLE SAUCE, APPLE",10.66,0.0,9.02,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,1.6,78.0,1824,0.0,12.0,USDA,"OLD FASHIONED CINNAMON APPLE SAUCE, OLD FASHIONED CINNAMON APPLE",19.53,0.0,16.41,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,2.9,371.0,1825,0.0,400.0,USDA,"BANANAS & CREAM INSTANT HOT CEREAL, BANANAS & CREAM",80.0,0.0,34.29,5.71,Other,American,0.0,0,0,0,0,1,0,breakfast
20.0,6.7,467.0,1826,0.0,867.0,USDA,"MULTIGRAIN CRACKERS, MULTIGRAIN",66.67,0.0,6.67,6.67,Other,American,0.0,0,0,0,0,1,1,snack
10.0,0.0,400.0,1827,0.0,300.0,USDA,"CLASSIC WATER CRACKERS, CLASSIC",80.0,0.0,0.0,6.67,Other,American,0.0,0,0,0,0,1,1,snack
11.43,11.4,429.0,1828,0.0,300.0,USDA,"CHEWY BAKED WHOLE GRAIN SNACH BARS, CHOCOLATE CHIP",74.29,0.0,31.43,8.57,Other,American,2.86,0,0,0,0,1,1,dinner
0.59,0.0,94.0,1829,282.0,388.0,USDA,"CHUNK LIGHT TUNA IN WATER, CHUNK LIGHT",0.0,47.0,0.0,22.35,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,286.0,1830,0.0,0.0,USDA,"BLUE AGAVE ORGANIC NECTAR SYRUP, BLUE AGAVE",76.19,0.0,76.19,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.0,286.0,1831,0.0,0.0,USDA,"BLUE AGAVE ORGANIC NECTAR AMBER SYRUP, BLUE AGAVE",76.19,0.0,76.19,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
5.0,7.5,375.0,1832,325.0,0.0,USDA,STEEL CUT IRISH OATMEAL,75.0,0.0,0.0,12.5,Other,American,0.0,1,1,0,1,1,1,breakfast
0.41,0.8,41.0,1833,238.0,221.0,USDA,"HERBS & OLIVE OIL CHOPPED ITALIAN TOMATOES, HERBS & OLIVE OIL",7.38,0.0,4.1,0.82,Other,American,0.0,0,0,0,0,1,1,lunch
20.0,6.7,467.0,1834,0.0,33.0,USDA,"CRANBERRY ALMOND MAPLE FLAVOR GRANOLA, CRANBERRY ALMOND MAPLE",63.33,0.0,23.33,6.67,Other,American,1.67,0,1,0,1,1,1,breakfast
23.33,6.7,467.0,1835,0.0,50.0,USDA,"GLUTEN-FREE WALNUT RAISIN APPLE GRANOLA, WALNUT RAISIN APPLE",63.33,0.0,20.0,6.67,Other,American,1.67,0,1,0,1,1,1,snack
8.0,10.0,400.0,1836,360.0,80.0,USDA,"STRAWBERRY SHORTCAKE WITH ANCIENT GRAINS QUINOA & AMARANTH INSTANT OATMEAL, STRAWBERRY SHORTCAKE",70.0,0.0,22.0,14.0,Other,American,1.0,0,1,0,1,1,1,breakfast
7.0,10.0,400.0,1837,340.0,80.0,USDA,"APPLE PIE INSTANT OATMEAL WITH ANCIENT GRAINS QUINOA & AMARANTH, APPLE PIE",72.0,0.0,22.0,12.0,Other,American,1.0,0,1,0,1,1,1,breakfast
20.0,6.7,467.0,1838,0.0,50.0,USDA,"CRANBERRY CASHEW WITH NATURAL ORANGE GLUTEN-FREE GRANOLA, CRANBERRY CASHEW WITH NATURAL ORANGE",63.33,0.0,23.33,6.67,Other,American,1.67,0,1,0,1,1,1,breakfast
3.75,7.5,375.0,1839,200.0,350.0,USDA,"HONEY & OATS CORN FLAKES, WHEAT FLAKES AND GRANOLA MEDLEY CEREAL, HONEY & OATS",82.5,0.0,17.5,7.5,Other,American,0.0,0,0,0,0,1,0,breakfast
11.5,0.0,204.0,1840,327.0,336.0,USDA,"SOLID YELLOWFIN TUNA IN EXTRA VIRGIN OLIVE OIL, SOLID YELLOWFIN TUNA",0.0,35.0,0.0,25.66,Other,American,2.21,0,0,0,0,1,1,lunch
0.0,0.8,21.0,1841,0.0,12.0,USDA,ORGANIC DICED TOMATOES,4.17,0.0,2.5,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.8,24.0,1842,206.0,103.0,USDA,PETITE CUT DICED TOMATOES,4.76,0.0,2.38,0.79,Other,American,0.0,0,1,0,0,1,1,lunch
12.5,5.0,375.0,1843,0.0,150.0,USDA,"APPLE CINNAMON RAISIN GRANOLA CLUSTERS, APPLE CINNAMON RAISIN",62.5,0.0,25.0,7.5,Other,American,0.0,0,0,0,1,1,1,breakfast
6.25,7.5,375.0,1844,0.0,0.0,USDA,QUICK & EASY STEEL CUT IRISH OATMEAL,67.5,0.0,2.5,10.0,Other,American,1.25,1,1,0,1,1,1,breakfast
5.36,7.1,357.0,1845,0.0,286.0,USDA,"REGULAR INSTANT IRISH OATMEAL, REGULAR",71.43,0.0,0.0,10.71,Other,American,0.0,1,0,0,1,1,1,breakfast
42.86,0.0,464.0,1846,0.0,1679.0,USDA,GOURMET PEPPERONI,0.0,89.0,0.0,17.86,Other,American,16.07,0,0,0,0,1,1,lunch
1.79,1.8,375.0,1847,0.0,0.0,USDA,SPACE ADVENTUTES PASTA,75.0,0.0,3.57,12.5,Other,American,0.0,0,1,0,0,1,1,dinner
0.0,0.8,86.0,1848,74.0,4.0,USDA,YELLOW FREESTONE HALVES PEACHES IN HEAVY SYRUP,21.09,0.0,17.19,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,1.6,63.0,1849,111.0,0.0,USDA,MANDARIN ORANGES IN LIGHT SYRUP,15.08,0.0,13.49,0.79,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,1.8,80.0,1850,0.0,9.0,USDA,"CINNAMON APPLE SAUCE, CINNAMON",20.35,0.0,16.81,0.0,Other,American,0.0,0,1,0,0,1,1,lunch
23.68,5.3,500.0,1851,0.0,118.0,USDA,"PEPPERMINT DARK CHOCOLATE FILLED WITH PEPPERMINT ORGANIC MINIS, PEPPERMINT",68.42,0.0,50.0,5.26,Other,American,15.79,0,1,0,0,1,1,lunch
0.0,3.1,47.0,1852,156.0,281.0,USDA,PEAS & CARROTS SPECIAL BLENDS,10.16,0.0,3.12,2.34,Other,American,0.0,1,0,1,1,1,1,lunch
0.0,0.5,13.0,1853,181.0,362.0,USDA,MUSHROOMS PIECES & STEMS,2.01,0.0,1.01,1.51,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.8,17.0,1854,79.0,8.0,USDA,NO SALT ADDED CUT GREEN BEANS,2.48,0.0,0.83,0.83,Other,American,0.0,0,1,0,0,1,1,lunch
0.0,0.5,13.0,1855,207.0,367.0,USDA,CHUNKY PORTABELLA MUSHROOMS,2.01,0.0,1.51,1.01,Other,American,0.0,0,0,0,0,1,1,lunch
0.8,1.6,48.0,1856,144.0,8.0,USDA,NO SALT ADDED GOLDEN SWEET WHOLE KERNEL CORN,10.4,0.0,2.4,0.8,Other,American,0.0,0,1,0,0,1,1,lunch
