fat_g,fiber_g,calories,food_id,potassium_mg,sodium_mg,source,name,carbs_g,cholesterol_mg,sugar_g,protein_g,category,cuisine,sat_fat_g,low_gi,low_sodium,diabetic_friendly,heart_healthy,vegetarian,vegan,meal_type
93.33,0.0,867.0,0,0.0,0.0,USDA,WESSON Vegetable Oil 1 GAL,0.0,0.0,0.0,0.0,Other,American,13.33,0,1,0,0,1,1,lunch
0.0,0.0,4.0,1,0.0,346.0,USDA,SWANSON BROTH BEEF,0.42,0.0,0.42,0.83,Other,American,0.0,0,0,0,0,0,0,lunch
5.31,0.4,82.0,2,65.0,363.0,USDA,CAMPBELL'S SLOW KETTLE SOUP CLAM CHOWDER,6.12,6.0,0.41,2.45,Other,American,1.02,0,0,0,0,1,1,lunch
6.12,0.4,82.0,3,65.0,322.0,USDA,CAMPBELL'S SLOW KETTLE SOUP CHEESE BROCCOLI,5.31,10.0,0.82,1.22,Other,American,2.45,0,0,0,0,1,0,lunch
0.0,0.0,4.0,4,12.0,15.0,USDA,SWANSON BROTH CHICKEN,0.42,0.0,0.42,0.83,Other,American,0.0,0,1,0,0,0,0,lunch
0.61,2.4,61.0,5,155.0,306.0,USDA,CAMPBELL'S SOUP BEAN AND HAM,10.61,4.0,1.63,3.67,Other,American,0.0,0,0,0,0,1,1,lunch
0.0,0.0,4.0,6,13.0,353.0,USDA,SWANSON BROTH BEEF,0.43,0.0,0.43,0.85,Other,American,0.0,0,0,0,0,0,0,lunch
3.33,2.5,58.0,7,175.0,358.0,USDA,PREGO SAUCES TOMATO BASIL,5.83,0.0,3.33,1.67,Other,American,0.42,0,0,0,0,1,1,lunch
1.25,0.8,75.0,8,517.0,342.0,USDA,CAMPBELL'S SOUP TOMATO,15.0,0.0,9.17,1.67,Other,American,0.0,0,0,0,0,1,1,lunch
2.78,1.2,87.0,9,147.0,238.0,USDA,CAMPBELL'S PASTA SPAGHETTIOS W FRANKS,11.51,10.0,3.97,3.57,Other,American,0.79,0,0,0,0,1,1,dinner
0.35,3.5,125.0,10,297.0,379.0,USDA,BUSH'S Bourbon and Brown Sugar Grillin' Beans 22 oz,25.88,0.0,11.51,5.12,Other,American,0.04,0,0,0,0,1,1,lunch
1.68,3.4,105.0,11,200.0,278.0,USDA,BUSH'S Organic Garbanzo Beans 110 oz,17.55,0.0,2.98,5.78,Other,American,0.17,1,0,1,1,1,1,lunch
0.75,3.6,129.0,12,300.0,437.0,USDA,BUSH'S Smokehouse Tradition Grillin' Beans 22 oz,26.12,0.0,11.58,5.23,Other,American,0.11,0,0,0,0,1,1,lunch
2.63,1.8,263.0,13,70.0,632.0,USDA,PEPPERIDGE FARM BREAD TUSCAN,50.88,0.0,1.75,8.77,Other,American,0.0,0,0,0,0,1,1,lunch
18.0,2.0,360.0,14,100.0,600.0,USDA,PEPPERIDGE FARM BREAD GARLIC,38.0,10.0,2.0,10.0,Other,American,7.0,0,0,0,0,1,1,lunch
0.0,0.0,4.0,15,17.0,358.0,USDA,SWANSON BROTH CHICKEN,0.42,0.0,0.42,0.42,Other,American,0.0,0,0,0,0,0,0,lunch
12.5,0.0,464.0,16,179.0,321.0,USDA,PEPPERIDGE FARM COOKIES GINGER,78.57,36.0,46.43,3.57,Other,American,5.36,0,0,0,0,1,1,snack
1.75,1.8,246.0,17,70.0,579.0,USDA,PEPPERIDGE FARM BREAD TUSCAN,47.37,0.0,1.75,8.77,Other,American,0.0,0,0,0,0,1,1,lunch
16.67,3.3,467.0,18,400.0,350.0,USDA,PEPPERIDGE FARM COOKIES GRAHAM CHOCOLATE,70.0,0.0,33.33,6.67,Other,American,5.0,0,0,0,0,1,1,snack
2.2,2.2,253.0,19,77.0,495.0,USDA,PEPPERIDGE FARM BREAD FOCACCIA,50.55,0.0,1.1,8.79,Other,American,0.0,0,0,0,0,1,1,lunch
14.61,1.1,281.0,20,67.0,258.0,USDA,PEPPERIDGE FARM PASTRY PEACH,34.83,0.0,16.85,2.25,Other,American,7.87,0,0,0,0,1,1,lunch
1.75,7.0,263.0,21,228.0,614.0,USDA,PEPPERIDGE FARM BREAD MULTIGRAIN,52.63,0.0,8.77,8.77,Other,American,0.0,0,0,0,0,1,1,lunch
4.39,3.5,263.0,22,88.0,842.0,USDA,PEPPERIDGE FARM BREAD OLIVE BATARD,45.61,0.0,1.75,8.77,Other,American,0.0,1,0,0,0,1,1,lunch
17.78,2.2,333.0,23,67.0,422.0,USDA,PEPPERIDGE FARM BREAD CHEESE,33.33,11.0,2.22,11.11,Other,American,4.44,0,0,0,0,1,0,lunch
16.67,3.3,467.0,24,167.0,833.0,USDA,PEPPERIDGE FARM CRACKERS CHEDDAR,66.67,33.0,0.0,10.0,Other,American,3.33,1,0,0,0,1,1,snack
22.22,0.0,481.0,25,74.0,352.0,USDA,PEPPERIDGE FARM COOKIES,70.37,37.0,44.44,3.7,Other,American,12.96,0,0,0,0,1,1,snack
0.0,0.0,4.0,26,0.0,346.0,USDA,SWANSON BROTH BEEF,0.42,0.0,0.42,0.83,Other,American,0.0,0,0,0,0,0,0,lunch
3.54,2.0,263.0,27,71.0,576.0,USDA,PEPPERIDGE FARM BREAD CIABATTA,50.51,0.0,1.01,8.08,Other,American,0.0,0,0,0,0,1,1,lunch
16.13,0.0,419.0,28,65.0,226.0,USDA,PEPPERIDGE FARM COOKIES,67.74,16.0,32.26,3.23,Other,American,8.06,0,0,0,0,1,1,snack
0.0,0.0,4.0,29,21.0,358.0,USDA,SWANSON BROTH CHICKEN,0.42,0.0,0.42,0.42,Other,American,0.0,0,0,0,0,0,0,lunch
14.61,1.1,258.0,30,56.0,258.0,USDA,PEPPERIDGE FARM PASTRY CHERRY,30.34,0.0,11.24,2.25,Other,American,7.87,0,0,0,0,1,1,lunch
14.06,3.1,406.0,31,62.0,219.0,USDA,PEPPERIDGE FARM COOKIES,68.75,31.0,31.25,3.12,Other,American,7.81,0,0,0,0,1,1,snack
1.75,1.8,246.0,32,105.0,509.0,USDA,PEPPERIDGE FARM BREAD GARLIC,49.12,0.0,1.75,8.77,Other,American,0.0,0,0,0,0,1,1,lunch
23.33,0.0,500.0,33,100.0,283.0,USDA,PEPPERIDGE FARM COOKIES SMORES,63.33,33.0,33.33,3.33,Other,American,11.67,0,0,0,0,1,1,snack
0.0,0.0,4.0,34,4.0,171.0,USDA,SWANSON BROTH BEEF,0.42,0.0,0.42,0.83,Other,American,0.0,0,0,0,0,0,0,lunch
0.88,1.8,246.0,35,88.0,596.0,USDA,PEPPERIDGE FARM BREAD,50.88,0.0,0.0,8.77,Other,American,0.0,0,0,0,0,1,1,lunch
23.33,0.0,467.0,36,67.0,233.0,USDA,PEPPERIDGE FARM COOKIES STRAWBERRY,63.33,17.0,30.0,3.33,Other,American,11.67,0,0,0,0,1,1,snack
24.14,3.4,517.0,37,207.0,172.0,USDA,PEPPERIDGE FARM COOKIES PEPPERMINT,65.52,17.0,37.93,6.9,Other,American,10.34,0,0,0,0,1,1,snack
0.0,0.0,4.0,38,4.0,174.0,USDA,SWANSON BROTH BEEF-LOW SODIUM,0.43,0.0,0.43,0.85,Other,American,0.0,0,0,0,0,0,0,lunch
0.88,1.8,246.0,39,70.0,632.0,USDA,PEPPERIDGE FARM BREAD SESAME,49.12,0.0,1.75,8.77,Other,American,0.0,0,0,0,0,1,1,lunch
3.51,1.8,263.0,40,70.0,561.0,USDA,PEPPERIDGE FARM BREAD CIABATTA,50.88,0.0,0.0,8.77,Other,American,0.0,0,0,0,0,1,1,lunch
23.33,0.0,500.0,41,67.0,217.0,USDA,PEPPERIDGE FARM COOKIES,70.0,33.0,36.67,6.67,Other,American,10.0,0,0,0,0,1,1,snack
0.0,0.0,4.0,42,8.0,333.0,USDA,SWANSON BROTH VEGETABLE,0.83,0.0,0.83,0.0,Other,American,0.0,0,0,0,0,1,1,lunch
24.39,2.4,366.0,43,24.0,341.0,USDA,PEPPERIDGE FARM PASTRY SHEETS,31.71,0.0,2.44,4.88,Other,American,12.2,0,0,0,0,1,1,lunch
1.75,1.8,246.0,44,70.0,544.0,USDA,PEPPERIDGE FARM BREAD WHITE BATARD,49.12,0.0,0.0,8.77,Other,American,0.0,0,0,0,0,1,1,lunch
0.88,0.0,246.0,45,88.0,596.0,USDA,PEPPERIDGE FARM BREAD EUROPEAN BAGUETTE,52.63,0.0,3.51,8.77,Other,American,0.0,0,0,0,0,1,1,lunch
0.34,4.3,95.0,46,382.0,75.0,USDA,BUSH'S Organic Pinto Beans 110 oz,17.17,0.0,0.58,5.88,Other,American,0.06,1,1,1,1,1,1,lunch
16.07,3.6,464.0,47,179.0,857.0,USDA,PEPPERIDGE FARM CRACKERS,67.86,36.0,0.0,10.71,Other,American,3.57,1,0,0,0,1,1,snack
28.57,4.8,524.0,48,190.0,190.0,USDA,PEPPERIDGE FARM COOKIES MILANO,66.67,24.0,33.33,4.76,Other,American,11.9,0,0,0,0,1,1,snack
0.42,3.6,83.0,49,316.0,377.0,USDA,BUSH'S BEST Easy Entrees Texas Ranchero 108 oz,15.08,0.0,0.71,4.78,Other,American,0.06,1,0,1,0,1,1,lunch
0.0,0.3,51.0,50,136.0,8.0,USDA,10 FL OZ 100% JUICE - ORANGE,12.2,0.0,9.49,0.34,Other,American,0.0,0,1,0,0,1,1,breakfast
0.0,0.0,42.0,51,0.0,10.0,USDA,16 FL OZ JUICE DRINK - FRUIT PUNCH,10.36,0.0,9.73,0.0,Other,American,0.0,0,1,0,0,1,1,snack
0.0,0.0,62.0,52,0.0,3.0,USDA,11.5 FL OZ JUICE DRINK - APPLE CRANBERRY,15.0,0.0,14.12,0.0,Other,American,0.0,0,1,0,0,1,1,breakfast
0.0,0.0,49.0,53,136.0,9.0,USDA,5.5 FL OZ 100% JUICE - ORANGE,12.35,0.0,9.26,0.0,Other,American,0.0,0,1,0,0,1,1,breakfast
0.0,0.0,62.0,54,0.0,3.0,USDA,5.5 FL OZ JUICE COCKTAIL - CRANBERRY,14.81,0.0,13.58,0.0,Other,American,0.0,0,1,0,0,1,1,breakfast
0.0,0.0,41.0,55,0.0,10.0,USDA,11.5 FL OZ JUICE DRINK - FRUIT PUNCH,10.29,0.0,9.71,0.0,Other,American,0.0,0,1,0,0,1,1,snack
0.0,0.0,58.0,56,0.0,3.0,USDA,10 FL OZ JUICE COCKTAIL - CRANBERRY,14.92,0.0,13.56,0.0,Other,American,0.0,0,1,0,0,1,1,breakfast
0.0,0.0,47.0,57,0.0,22.0,USDA,10 FL OZ JUICE DRINK - ORANGE PINEAPPLE,11.19,0.0,10.51,0.0,Other,American,0.0,0,1,0,0,1,1,breakfast
0.0,0.0,41.0,58,0.0,10.0,USDA,10 FL OZ JUICE DRINK - STRAWBERRY KIWI,9.83,0.0,9.15,0.0,Other,American,0.0,0,1,0,0,1,1,breakfast
0.0,0.0,41.0,59,32.0,3.0,USDA,10 FL OZ JUICE COCKTAIL - GRAPE,10.17,0.0,9.49,0.0,Other,American,0.0,0,1,0,0,1,1,breakfast
0.0,0.0,43.0,60,123.0,6.0,USDA,5.5 FL OZ 100% JUICE - APPLE,11.11,0.0,11.11,0.0,Other,American,0.0,0,1,0,0,1,1,breakfast
0.0,0.3,50.0,61,135.0,9.0,USDA,11.5 FL OZ 100% JUICE - ORANGE,12.06,0.0,9.41,0.29,Other,American,0.0,0,1,0,0,1,1,breakfast
0.0,0.0,44.0,62,125.0,5.0,USDA,10 FL OZ 100% JUICE - APPLE,11.19,0.0,11.19,0.0,Other,American,0.0,0,1,0,0,1,1,breakfast
0.0,0.0,41.0,63,0.0,10.0,USDA,10 FL OZ JUICE DRINK - FRUIT PUNCH,10.51,0.0,9.83,0.0,Other,American,0.0,0,1,0,0,1,1,snack
0.0,0.0,44.0,64,126.0,4.0,USDA,11.5 FL OZ 100% JUICE - APPLE,11.18,0.0,11.18,0.0,Other,American,0.0,0,1,0,0,1,1,breakfast
6.25,0.0,54.0,65,0.0,232.0,USDA,Pork Loin Boneless,0.0,58.0,0.0,18.75,Other,American,2.23,0,0,0,0,0,0,lunch
16.96,0.0,152.0,66,0.0,62.0,USDA,"PFN Pork Boneless Shoulder Butt 1/8"""" 2x4 VP MBG#406A",0.0,58.0,0.0,18.75,Other,American,5.36,0,1,0,0,0,0,lunch
6.25,0.0,54.0,67,0.0,232.0,USDA,Pork Loin Boneless Strap Off,0.0,58.0,0.0,18.75,Other,American,2.23,0,0,0,0,0,0,lunch
8.04,0.0,71.0,68,0.0,45.0,USDA,Pork Loin Strap Off,0.0,45.0,0.0,19.64,Other,American,3.12,0,1,0,0,0,0,lunch
2.23,0.0,18.0,69,0.0,482.0,USDA,Pork Tenderloin with Teriyaki Seasoning,0.0,54.0,1.79,17.86,Other,American,0.89,0,0,0,0,0,0,lunch
2.68,0.0,98.0,70,0.0,232.0,USDA,Pork Picnic Brisket Boneless,0.89,31.0,0.0,18.75,Other,American,0.89,0,0,0,0,0,0,lunch
8.93,0.0,80.0,71,0.0,304.0,USDA,Pork Loin Bone In Chops Frenched,0.0,49.0,0.0,18.75,Other,American,3.12,0,0,0,0,0,0,lunch
8.04,0.0,71.0,72,0.0,589.0,USDA,Pork Loin Filet with Applewood Smoked Bacon,2.68,58.0,1.79,19.64,Other,American,2.68,0,0,0,0,0,0,lunch
15.18,0.0,143.0,73,0.0,393.0,USDA,Pork Loin Backrib & Seasoning Cook In Bag,2.68,58.0,1.79,14.29,Other,American,6.25,0,0,0,0,0,0,lunch
6.25,0.0,54.0,74,0.0,232.0,USDA,Pork Loin Chop Boneless,0.0,58.0,0.0,18.75,Other,American,2.23,0,0,0,0,0,0,lunch
8.04,0.0,54.0,75,0.0,482.0,USDA,Pork Ham Boneless,0.0,58.0,0.0,17.86,Other,American,2.68,0,0,0,0,0,0,lunch
15.18,0.0,143.0,76,0.0,62.0,USDA,Pork Ham Steamship,0.89,62.0,0.0,15.18,Other,American,5.36,0,1,0,0,0,0,lunch
6.25,0.0,54.0,77,0.0,232.0,USDA,Pork Loin Boneless,0.0,58.0,0.0,18.75,Other,American,2.23,0,0,0,0,0,0,lunch
8.04,0.0,71.0,78,0.0,812.0,USDA,Pork Loin Bone In Chine Removed Chop with Smokey Apple Seasonings,1.79,58.0,0.0,16.96,Other,American,2.68,0,0,0,0,0,0,lunch
2.23,0.0,22.0,79,0.0,491.0,USDA,Pork Tenderloin with Peri Peri Seasonings Cook in Bag,3.57,54.0,0.0,17.86,Other,American,0.89,0,0,0,0,0,0,lunch
8.04,0.0,71.0,80,0.0,241.0,USDA,Pork Loin Center Rib Roast,0.0,58.0,0.0,17.86,Other,American,2.68,0,0,0,0,0,0,dinner
15.18,0.0,205.0,81,0.0,295.0,USDA,Pork Loin Backrib & Seasoning Cook In Bag,0.0,58.0,1.79,14.29,Other,American,6.25,0,0,0,0,0,0,lunch
2.23,0.0,18.0,82,0.0,121.0,USDA,Pork Loin Tenderloin,0.0,54.0,0.0,18.75,Other,American,0.89,0,1,0,0,0,0,lunch
6.25,0.0,54.0,83,0.0,232.0,USDA,Pork Loin Chop Bone In,0.0,58.0,0.0,18.75,Other,American,2.23,0,0,0,0,0,0,lunch
6.25,0.0,54.0,84,0.0,232.0,USDA,Pork Loin Boneless Strap Off,0.0,58.0,0.0,18.75,Other,American,2.23,0,0,0,0,0,0,lunch
2.23,0.0,18.0,85,0.0,482.0,USDA,Pork Tenderloin with Teriyaki Seasonings Cook in Bag,3.57,54.0,1.79,17.86,Other,American,0.89,0,0,0,0,0,0,lunch
8.93,0.0,80.0,86,0.0,304.0,USDA,Pork Loin Bone In Center Cut,0.0,49.0,0.0,17.86,Other,American,3.12,0,0,0,0,0,0,lunch
8.04,0.0,71.0,87,0.0,286.0,USDA,Pork Loin Bone In Center Cut,0.0,62.0,0.0,18.75,Other,American,2.68,0,0,0,0,0,0,lunch
15.18,0.0,143.0,88,0.0,295.0,USDA,Pork Loin Backrib & Seasoning Cook In Bag,0.0,58.0,1.79,14.29,Other,American,6.25,0,0,0,0,0,0,lunch
15.18,0.0,143.0,89,0.0,295.0,USDA,Pork Loin Backrib & Seasoning Cook In Bag,2.68,58.0,1.79,14.29,Other,American,6.25,0,0,0,0,0,0,lunch
8.04,0.0,71.0,90,0.0,589.0,USDA,Pork Loin Filet with Applewood Smoked Bacon,2.68,58.0,1.79,19.64,Other,American,2.68,0,0,0,0,0,0,lunch
6.25,0.0,54.0,91,0.0,232.0,USDA,Pork Loin Filet,0.0,58.0,0.0,18.75,Other,American,2.23,0,0,0,0,0,0,lunch
5.36,0.0,54.0,92,0.0,250.0,USDA,Boneless Half Loin (Netted),0.0,22.0,0.0,20.54,Other,American,1.79,0,0,0,0,1,1,lunch
2.23,0.0,18.0,93,0.0,121.0,USDA,Pork Loin Tenderloin,1.79,54.0,0.0,17.86,Other,American,0.89,0,1,0,0,0,0,lunch
6.25,0.0,54.0,94,0.0,232.0,USDA,Pork Loin Boneless,0.0,58.0,0.0,18.75,Other,American,2.23,0,0,0,0,0,0,lunch
8.93,0.0,80.0,95,0.0,304.0,USDA,Pork Loin Chop Porterhouse,0.0,49.0,0.0,17.86,Other,American,3.12,0,0,0,0,0,0,lunch
8.04,0.0,71.0,96,0.0,286.0,USDA,"Pork Loin Bone In Center Cut All Natural 1/8"""" Trim MBG#412C",0.0,62.0,0.0,18.75,Other,American,2.68,0,0,0,0,0,0,lunch
8.04,0.0,71.0,97,0.0,45.0,USDA,Pork Loin Bone In Center Cut False Lean Removed Chine Removed,0.0,45.0,0.0,19.64,Other,American,3.12,0,1,0,0,0,0,lunch
8.04,0.0,71.0,98,0.0,812.0,USDA,Pork Loin Bone In Chine Removed Chop with Jalapeno Seasonings,1.79,58.0,0.0,16.96,Other,American,2.68,0,0,0,0,0,0,lunch
15.18,0.0,143.0,99,0.0,62.0,USDA,Pork Ham Steamship,0.89,62.0,0.0,15.18,Other,American,5.36,0,1,0,0,0,0,lunch
8.93,0.0,161.0,100,0.0,304.0,USDA,Pork Loin Bone In Frenched,0.0,49.0,0.0,17.86,Other,American,3.12,0,0,0,0,0,0,lunch
6.25,0.0,54.0,101,0.0,232.0,USDA,Pork Loin Boneless,0.0,58.0,0.0,18.75,Other,American,2.23,0,0,0,0,0,0,lunch
17.86,0.0,223.0,102,0.0,205.0,USDA,Pork Loin Steak,0.0,54.0,0.0,14.29,Other,American,7.14,0,0,0,0,0,0,lunch
2.23,0.0,18.0,103,0.0,121.0,USDA,Pork Loin Tenderloin,1.79,54.0,0.0,17.86,Other,American,0.89,0,1,0,0,0,0,lunch
2.23,0.0,98.0,104,0.0,571.0,USDA,Pork Tenderloin with Cajun Style Seasonings Cook In Bag,2.68,54.0,0.0,17.86,Other,American,0.89,0,0,0,0,0,0,lunch
35.29,0.0,294.0,105,0.0,2941.0,USDA,Hardwood Smoked Honey Cured Center Cut Bacon-Layered-Gas Flushed 10/12 15#,0.0,59.0,0.0,35.29,Other,American,11.76,0,0,0,0,0,0,lunch
16.96,0.0,152.0,106,0.0,62.0,USDA,"Pork Ham Bone In, Skinless Defatted MBG#401",0.0,58.0,0.0,18.75,Other,American,5.36,0,1,0,0,0,0,lunch
16.96,0.0,152.0,107,0.0,62.0,USDA,"Pork Ham Bone In, Skinless Defatted MBG#401",0.0,58.0,0.0,18.75,Other,American,5.36,0,1,0,0,0,0,lunch
15.18,0.0,143.0,108,0.0,393.0,USDA,Pork Loin Backrib & Seasoning Cook In Bag,0.0,58.0,1.79,14.29,Other,American,6.25,0,0,0,0,0,0,lunch
3.75,2.5,71.0,109,62.0,371.0,USDA,CAMPBELL'S SOUP CHICKEN & DUMPLING,5.83,15.0,0.42,2.92,Other,American,0.83,0,0,0,0,0,0,lunch
0.62,1.2,46.0,110,446.0,171.0,USDA,CAMPBELL'S CHUNKY SOUP BEEF VEGETABLE,7.08,6.0,0.83,2.92,Other,American,0.42,0,0,0,0,0,0,lunch
13.11,0.0,205.0,111,218.0,549.0,USDA,"Chicken, FC SmartShapes NAE G'N'S Brd Brst Cutlet; avg 37/4.3 oz",9.02,45.0,0.82,13.11,Other,American,3.28,0,0,0,0,0,0,lunch
10.59,0.0,176.0,112,225.0,576.0,USDA,"Chicken, FC Country Krisp 8pc Cut, 1 bird/bag, 80 pc min",5.88,53.0,0.0,16.47,Other,American,2.94,0,0,0,0,0,0,lunch
11.76,0.0,188.0,113,189.0,518.0,USDA,"Chicken, FC Original Honey Touched 4pc, 9/18 oz avg",4.71,71.0,0.0,16.47,Other,American,2.94,0,0,0,0,0,0,lunch
9.59,0.0,178.0,114,225.0,575.0,USDA,"Chicken, FC Country Krisp Wingettes, 1st & 2nd Wing Portion",5.48,55.0,0.0,16.44,Other,American,2.74,0,0,0,0,0,0,lunch
14.86,0.0,216.0,115,189.0,554.0,USDA,"Chicken, CN, FC Country Good Seasoned Breast Pattie; avg 61/2.62 oz",5.41,54.0,0.0,16.22,Other,American,3.38,0,0,0,0,0,0,lunch
13.0,0.0,220.0,116,200.0,590.0,USDA,"Chicken, FC Gold'N'Spice Breaded Popcorn Chicken, Breast Fritters",13.0,35.0,1.0,14.0,Other,American,3.0,0,0,0,0,0,0,lunch
16.44,0.0,260.0,117,259.0,712.0,USDA,"Chicken, FC Original Honey Touched Paddles, 2nd Wing Only",5.48,96.0,0.0,21.92,Other,American,4.11,0,0,0,0,0,0,lunch
15.79,0.9,254.0,118,201.0,456.0,USDA,"Chicken, FC Brd Breast & Thigh Nuggets, Country Goodness avg 384",14.04,70.0,0.88,12.28,Other,American,3.95,0,0,0,0,0,0,lunch
14.61,0.0,213.0,119,170.0,865.0,USDA,"Chicken, FC Wing-Ditties, 1st and 2nd Wing Portion",5.62,73.0,0.0,14.61,Other,American,3.37,0,0,0,0,0,0,lunch
10.59,0.0,176.0,120,225.0,576.0,USDA,"Chicken, FC Country Krisp Jumbo 8 pc Cut, 1 bird/bag, 72 pc min",5.88,53.0,0.0,16.47,Other,American,2.94,0,0,0,0,0,0,lunch
13.6,0.0,208.0,121,218.0,552.0,USDA,"Chicken, FC SmartShapes G'N'S Brd Brst Strips; avg 145/1.1 oz",8.8,48.0,0.8,13.6,Other,American,3.2,0,0,0,0,0,0,lunch
13.13,0.0,222.0,122,201.0,596.0,USDA,"Chicken, FC  Zesty Brd Chik'N O's avg 228/.7 oz",13.13,35.0,1.01,14.14,Other,American,3.03,0,0,0,0,0,0,lunch
13.28,1.6,234.0,123,214.0,430.0,USDA,"Chicken, FC All Breast Breaded Nuggets; avg 256/.75 oz",14.84,59.0,0.78,13.28,Other,American,3.12,0,0,0,0,0,0,lunch
8.67,0.0,200.0,124,209.0,447.0,USDA,"Chicken, Fillet Fritter, Chicken Fried Chicken, Uncooked",17.33,37.0,1.33,13.33,Other,American,1.67,0,0,0,0,0,0,lunch
10.59,0.0,176.0,125,225.0,576.0,USDA,"Chicken, FC Country Krisp 9 pc Cut, Bulk Pack, Approx. 75 pc",5.88,53.0,0.0,16.47,Other,American,2.94,0,0,0,0,0,0,lunch
7.0,4.0,200.0,126,207.0,740.0,USDA,"Chicken, Crispy-Lishus Breaded Breast Tender Fritters, Uncooked",22.0,20.0,3.0,11.0,Other,American,1.5,1,0,1,0,0,0,lunch
13.6,0.0,208.0,127,218.0,552.0,USDA,"Chicken, FC SmartShapes G'N'S Brd Brst Strips; avg 145/1.1 oz",8.8,48.0,0.8,9.6,Other,American,3.2,0,0,0,0,0,0,lunch
88.24,0.0,141.0,128,0.0,482.0,USDA,"Chicken, FC Beer Battered Boneless Wing Fritters, Tappers",11.76,24.0,1.18,10.59,Other,American,1.18,0,0,0,0,0,0,lunch
12.77,2.1,234.0,129,285.0,372.0,USDA,"Chicken, FC CN Whole Grain Brd Christmas Tree Shaped Brst Nuggets, Seasonal",12.77,48.0,1.06,14.89,Other,American,3.19,0,0,0,0,0,0,lunch
2.0,0.0,100.0,130,359.0,135.0,USDA,"Chicken, Raw Farm Pantry Top Shelf Natural 7 oz. Fillet, Gluten Free",0.0,75.0,0.0,21.0,Other,American,0.5,0,1,0,0,0,0,lunch
9.8,4.9,225.0,131,202.0,441.0,USDA,"Chicken, Southern-Style Tender Fritters, Uncooked",21.57,25.0,2.94,11.76,Other,American,1.47,1,0,1,0,0,0,lunch
11.76,0.0,188.0,132,189.0,518.0,USDA,"Chicken, FC Original Honey Touched 8 pc Cut, 1 bird/bag, 80 pc min",4.71,71.0,0.0,16.47,Other,American,2.94,0,0,0,0,0,0,lunch
2.21,0.0,106.0,133,301.0,274.0,USDA,"Chicken, Ready to Cook, RWA, Natural, Farm PantryTop Shelf 4 oz. Fillet",0.0,66.0,0.0,20.35,Other,American,0.44,0,0,0,0,0,0,lunch
13.0,0.0,210.0,134,218.0,550.0,USDA,"Chicken, FC SmartShapes G'N'S Brd Brst Cutlet; avg 43/3.7 oz",9.0,45.0,1.0,13.0,Other,American,3.0,0,0,0,0,0,0,lunch
13.21,0.0,208.0,135,218.0,547.0,USDA,"Chicken, FC SmartShapes G'N'S Brd Brst Cutlet; avg 28/5.6 oz",8.81,47.0,0.63,13.21,Other,American,3.14,0,0,0,0,0,0,lunch
14.29,0.0,214.0,136,170.0,857.0,USDA,"Chicken, FC Wing-Ditties, Whole Wings",5.71,71.0,0.0,14.29,Other,American,3.57,0,0,0,0,0,0,lunch
13.76,1.8,229.0,137,288.0,376.0,USDA,"Chicken, FC CN Whole Grain Breaded Chik'N Giggles; avg 83/1.93 oz.",12.84,46.0,0.92,14.68,Other,American,2.75,0,0,0,0,0,0,lunch
1.5,0.0,100.0,138,311.0,340.0,USDA,"Chicken, FC Bnls/Skls, Easy Gourmet Classic Savory Brst Fillet; avg 32/5 oz No Gluten Added",1.0,70.0,0.0,22.0,Other,American,0.0,0,0,0,0,0,0,lunch
2.0,0.0,100.0,139,401.0,290.0,USDA,"Chicken, Raw IQF Boneless Skinless Breast Fillet, 8 oz. Natural, Gluten Free",0.0,60.0,0.0,19.0,Other,American,0.0,0,0,0,0,0,0,lunch
10.96,0.0,192.0,140,189.0,521.0,USDA,"Chicken, FC Original Honey Touched Drumettes, 1st Wing Only",4.11,68.0,0.0,16.44,Other,American,3.42,0,0,0,0,0,0,lunch
14.12,0.0,188.0,141,245.0,647.0,USDA,"Chicken, FC Country Good Italian All Breast Pattie; avg 53/3 oz",0.0,76.0,0.0,15.29,Other,American,3.53,0,0,0,0,0,0,lunch
10.99,0.0,176.0,142,298.0,670.0,USDA,"Chicken, FC SmartShapes Italian Glzd Grld Brst Strip; avg 200/.8 oz",1.1,71.0,2.2,19.78,Other,American,2.2,0,0,0,0,0,0,lunch
2.0,0.0,120.0,143,321.0,820.0,USDA,"Chicken, FC Bnls/Skls, Easy Gourmet Classic Italian Brst Fillet; avg 46/3.5 oz",5.0,60.0,1.0,20.0,Other,American,0.5,0,0,0,0,0,0,lunch
12.94,0.0,212.0,144,218.0,553.0,USDA,"Chicken, FC SmartShapes G'N'S Brd Brst Strips; avg 106/1.5 oz",8.24,47.0,1.18,12.94,Other,American,2.94,0,0,0,0,0,0,lunch
14.0,0.0,200.0,145,165.0,540.0,USDA,"Chicken, FC Ovenable Unbreaded Chicken Wingettes No Gluten added",2.0,105.0,0.0,17.0,Other,American,3.5,0,0,0,0,0,0,lunch
13.13,0.0,222.0,146,201.0,596.0,USDA,"Chicken, FC Gold'N'Spice Brd Chik'N O's avg 228/.7 oz",13.13,35.0,1.01,14.14,Other,American,3.03,0,0,0,0,0,0,lunch
12.33,1.4,219.0,147,197.0,986.0,USDA,"Chicken, FC Inferno Wings Wingettes, 1st & 2nd Wing Portions",10.96,68.0,1.37,15.07,Other,American,2.74,0,0,0,0,0,0,lunch
