exercise_id,name,type,body_part,equipment,level,description,type_Strength,type_Cardio,type_Flexibility,body_part_Chest,body_part_Back,body_part_Legs,body_part_Arms,body_part_Shoulders,body_part_Abdominals,body_part_Full Body,body_part_Other,equipment_None,equipment_Bands,equipment_Barbell,equipment_Dumbbell,equipment_Machine,difficulty,is_compound,cardio_intensity,injury_risk,rating_norm
0,Partner plank band row,Strength,Abdominals,Bands,Intermediate,The partner plank band row is an abdominal exercise where two partners perform single-arm planks while pulling on the opposite ends of an exercise band. This technique can be done for time or reps in any ab-focused workout.,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0.7,0.2,0.0
1,Banded crunch isometric hold,Strength,Abdominals,Bands,Intermediate,"The banded crunch isometric hold is an exercise targeting the abdominal muscles, particularly the rectus abdominis or ""six-pack"" muscles. The band adds resistance and continuous tension to this popular exercise.",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0.7,0.2,0.0
2,FYR Banded Plank Jack,Strength,Abdominals,Bands,Intermediate,"The banded plank jack is a variation on the plank that involves moving the legs in and out for repetitions. Having a band around the thighs forces the lower body to work harder, particularly the hips and glutes. The plank jack is commonly performed as part of a bodyweight circuit, or as part of a dynamic warm-up.",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0.0,0.2,0.0
3,Banded crunch,Strength,Abdominals,Bands,Intermediate,"The banded crunch is an exercise targeting the abdominal muscles, particularly the rectus abdominis or ""six-pack"" muscles. The band adds resistance and continuous tension to this popular exercise.",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0.7,0.2,0.0
4,Crunch,Strength,Abdominals,Bands,Intermediate,"The crunch is a popular core exercise targeting the rectus abdominis, or ""six-pack"" muscles, as well as the obliques. It has been the centerpiece of many ab-focused workouts, due to both its simplicity and the intense burn and mind-muscle connection it produces. It can be performed for time or reps as part of the ab-focused portion of any workout.",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0.7,0.2,0.0
5,Decline band press sit-up,Strength,Abdominals,Bands,Intermediate,"The decline band press sit-up is a weighted core exercise that works the rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. It also taxes the muscles of the shoulders and upper back. Sit-up variations with added resistance are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout.",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0.0,0.2,0.0
6,FYR2 Banded Frog Pump,Strength,Abdominals,Bands,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0.0,0.2,0.0
7,Band low-to-high twist,Strength,Abdominals,Bands,Intermediate,"The band low-to-high twist is a core exercise targeting the upper abdominals and the obliques. Take care to perform it with control, as rapid, uncontrolled twisting can injure the spine. It is usually performed for moderate to high reps, at least 8-15 per side, as part of the core-focused portion of a workout.",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0.0,0.2,0.0
8,Barbell roll-out,Strength,Abdominals,Barbell,Intermediate,"The barbell roll-out is an abdominal exercise that utilizes a barbell in the place of an ab roller. It is best performed with a barbell that has rotating collars, and is considered more difficult than other ab roller variations. Many lifters may not be able to perform a single rep at first, but once they can perform these for reps, they'll be rewarded with a seriously strong core.",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0.0,0.2,0.9270833333333334
9,Barbell Ab Rollout - On Knees,Strength,Abdominals,Barbell,Intermediate,"The barbell roll-out is an abdominal exercise that utilizes a barbell in the place of an ab roller. It is best performed with a barbell that has rotating collars, and is considered more difficult than other ab roller variations. Many lifters may not be able to perform a single rep at first, but once they can perform these for reps, they'll be rewarded with a seriously strong core.",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0.0,0.2,0.9270833333333334
10,Decline bar press sit-up,Strength,Abdominals,Barbell,Intermediate,"The decline bar press sit-up is a weighted core exercise targeting the abdominal muscles, particularly the lower abs. It also challenges the shoulders and upper back to move the weight. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout.",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0.0,0.2,0.8854166666666667
11,Bench barbell roll-out,Strength,Abdominals,Barbell,Beginner,"The bench barbell roll-out is a challenging exercise targeting the abdominals. It is similar to using an ab roller, but using a barbell allows for a wider grip. Placing the knees on a bench rather than the floor makes the move more difficult by increasing the challenge to the upper body.",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0,0.2,0.8645833333333335
12,Barbell Side Bend,Strength,Abdominals,Barbell,Beginner,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0,0.2,0.7291666666666667
13,Seated bar twist,Strength,Abdominals,Barbell,Intermediate,"The seated bar twist is a core exercise meant to strengthen the obliques. It is often performed for high reps with relatively light weight, such as an empty barbell, a lightweight fixed-weight bar, or even a PVC pipe. It can be performed during a workout, at the end of a workout, or outside of the gym to build core strength and resiliency.",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0.0,0.2,0.48958333333333337
14,Single-arm landmine pull and press,Strength,Abdominals,Barbell,Intermediate,"The single-arm landmine pull and press is an explosive rotational movement using a barbell anchored in a landmine device. It combines a pull off the floor with rotation and finishes with a press. It is usually performed for low reps per set with an emphasis on speed and form, not moving heavy weight.",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0.0,0.2,0.0
15,Barbell Ab Roll Out - Gethin Variation,Strength,Abdominals,Barbell,Intermediate,"The barbell roll-out is an abdominal exercise that utilizes a barbell in the place of an ab roller. It is best performed with a barbell that has rotating collars, and is considered more difficult than other ab roller variations. Many lifters may not be able to perform a single rep at first, but once they can perform these for reps, they'll be rewarded with a seriously strong core.",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0.0,0.2,0.0
16,30 Barbell Floor Wiper,Strength,Abdominals,Barbell,Intermediate,"The barbell floor wiper is a core exercise in which the barbell is held in the locked-out position of a floor press, and the hips and legs are rotated side to side. It targets the oblique muscles of the lateral abdomen, but is also seriously challenging to the deep core and rectus abdominis or ""six-pack"" muscles.",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0.0,0.2,0.0
17,30 Barbell Roll-Out,Strength,Abdominals,Barbell,Intermediate,"The barbell roll-out is an abdominal exercise that utilizes a barbell in the place of an ab roller. It is best performed with a barbell that has rotating collars, and is considered more difficult than other ab roller variations. Many lifters may not be able to perform a single rep at first, but once they can perform these for reps, they'll be rewarded with a seriously strong core.",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0.0,0.2,0.0
18,Decline plate sit-up,Strength,Abdominals,Barbell,Intermediate,"The decline plate sit-up is a weighted core exercise that works the rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout.",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0.0,0.2,0.0
19,KV Barbell Hip Thrust,Strength,Abdominals,Barbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0.0,0.2,0.0
20,Advanced Kettlebell Windmill,Strength,Abdominals,Dumbbell,Beginner,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.2,0.8645833333333335
21,Kettlebell Windmill,Strength,Abdominals,Dumbbell,Intermediate,"The single-kettlebell windmill is a dynamic kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. It is often used as a functional warm-up or for multi-directional strength work. It doesn't work as well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.8020833333333334
22,Kettlebell Pass Between The Legs,Strength,Abdominals,Dumbbell,Beginner,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.2,0.7604166666666666
23,Kettlebell 3-point leg extension,Strength,Abdominals,Dumbbell,Intermediate,"The kettlebell 3-point leg extension is a dynamic core exercise performed around and over a kettlebell or other short, stationary object. It is similar in some ways to a V-up or reverse crunch, but targets both the obliques and the rectus abdominis or ""six-pack"" muscles. It can be performed for reps or for time, usually in dedicated ab training or as part of a kettlebell and bodyweight circuit workout.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
24,Double Kettlebell Swing,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
25,Burpee over kettlebell,Strength,Abdominals,Dumbbell,Intermediate,"The burpee over kettlebell is a more advanced version of a popular conditioning exercise. If you're performing a circuit that already has both burpees and kettlebell movements, it's a simple way to provide a novel stimulus to the muscles of the lower body and create a more athletic style of training.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
26,Kettlebell toe-touch,Strength,Abdominals,Dumbbell,Intermediate,"The kettlebell toe-touch is a more difficult version of a highly popular abdominal movement usually done for high reps. The simple addition of a weight makes the toe-touch far more difficult, providing a different stimulus to the core during training.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
27,Kettlebell swing,Strength,Abdominals,Dumbbell,Intermediate,"The kettlebell swing is a popular lower-body exercise emphasizing the hamstrings, glutes, and back muscles. It is often used to train explosive power, for aerobic or cardiovascular conditioning, in circuit training, or as an accessory movement for the deadlift.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
28,Two-way swing,Strength,Abdominals,Dumbbell,Intermediate,"The two-way kettlebell swing is an exercise that alternates a chest-height kettlebell swing (sometimes called a ""Russian"" or ""hardstyle"" swing) with an overhead kettlebell swing (sometimes called an ""American"" swing). Both swing variations work many of the same muscles, such as the hamstrings, glutes, and core, but because the weight must travel farther in the overhead swing, it's slightly more metabolically demanding and works the upper back and shoulders more. This combo can be performed for time or reps and works especially well in circuit-style or full-body training. If you can't perform the overhead swing without lower back or shoulder pain, just perform the chest-height swing.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
29,Kettlebell crab reach,Strength,Abdominals,Dumbbell,Intermediate,"The kettlebell crab reach is a kettlebell pressing exercise in which the lifter presses a kettlebell overhead while in a modified single-arm bridge position. The simple addition of a weight makes the reach far more difficult, challenging the muscles of the back, shoulders, glutes, and core.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
30,Taylor Single-Arm Kettlebell Swing,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
31,Holman Kettlebell Up to Elbow Down,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
32,FYR2 Double-Kettlebell Ski,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
33,FYR2 Kettlebell Hike,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
34,FYR2 Kettlebell Cross-Body Catch,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
35,FYR2 Kettlebell Duck Walk,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
36,FYR2 Kettlebell Get-Up Reach,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
37,FYR2 Kettlebell Juggle,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
38,FYR2 Squat-Clean-Alternating-Press Complex,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.0,0.2,0.0
39,Dumbbell V-Sit Cross Jab,Strength,Abdominals,Dumbbell,Intermediate,"The dumbbell V-sit cross jab is a hybrid movement that trains the abdominal and shoulder muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing a cardiovascular challenge.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.9687500000000001
40,Dumbbell spell caster,Strength,Abdominals,Dumbbell,Beginner,"The dumbbell spell caster is an exercise that primarily targets the abdominal muscles such as the obliques. However, it also works shoulders, back, hips, and legs, and demands all of those muscles work together in a coordinated motion. It is usually performed with relatively light weights for moderate to high reps, at least 8-12 reps per side. Make sure to only use a weight you can control.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.0,0.2,0.9687500000000001
41,Dumbbell side bend,Strength,Abdominals,Dumbbell,Intermediate,"The dumbbell side bend is a popular exercise for targeting the oblique muscles of the abdomen. It is usually performed for relatively high reps, at least 8-12 reps per set or more. It can be performed one side at a time or alternating sides.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.8958333333333334
42,Dumbbell crunch,Strength,Abdominals,Dumbbell,Intermediate,"The dumbbell crunch is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the crunch far more difficult, providing a different stimulus to the core during training.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.7,0.2,0.0
43,Dumbbell Fix Dumbbell Sprawl,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
44,Dumbbell Fix Alternating Renegade Row,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
45,Dumbbell Fix Dumbbell Mountain Climber,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
46,Dumbbell Fix Dumbbell Russian Twist,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
47,Dumbbell Fix Dumbbell Pull-Over,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
48,Dumbbell Fix Dumbbell Sit-Up,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
49,Dumbbell Fix Dumbbell Front Squat,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.0,0.2,0.0
50,Dumbbell Fix Full Man Maker,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
51,Dumbbell T-hold,Strength,Abdominals,Dumbbell,Intermediate,"The dumbbell T-hold is a static exercise that primarily targets the obliques, although it also works the shoulders and upper back. It involves holding a dumbbell in the air while in a side plank position. It is usually performed for timed holds, although it can be performed dynamically for reps as a plank with dumbbell rotation.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
52,Dumbbell hollow-body floor press,Strength,Abdominals,Dumbbell,Intermediate,The dumbbell hollow-body floor press combines upper-body strength and core work in one move.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
53,Dumbbell crusher,Strength,Abdominals,Dumbbell,Intermediate,"The dumbbell crusher is a dumbbell complex that combines a squat with a dumbbell curl, followed by a triceps press. It targets the legs, glutes, biceps, shoulders, and triceps in a single sequence, making it a great way to burn serious calories and hit a lot of muscles in a short period of time. The upper-body movements will determine the amount of weight you can effectively use.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
54,Dumbbell Crunch - Gethin Variation,Strength,Abdominals,Dumbbell,Intermediate,"The dumbbell crunch is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the crunch far more difficult, providing a different stimulus to the core during training.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.7,0.2,0.0
55,Single-arm dumbbell crunch,Strength,Abdominals,Dumbbell,Intermediate,"The single-arm dumbbell crunch is a more difficult version of a highly popular abdominal movement. Adding a weight to one side makes the crunch far more difficult to your rectus abdominis or ""six-pack"" muscles, as well as the obliques and deep core muscles.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.7,0.2,0.0
56,HM Alternating Dumbbell Plank Row,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
57,Dumbbell straight-legged hip raise,Strength,Abdominals,Dumbbell,Intermediate,The dumbbell straight-legged hip raise works the hips and glutes. It requires and teaches body control and coordination.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
58,Seated leg tuck with dumbbell,Strength,Abdominals,Dumbbell,Intermediate,The seated leg tuck with dumbbell is an ab exercise requiring only a bench and a dumbbell. It's commonly performed for high reps as a burnout at the end of a core workout.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
59,Dumbbell V-sit cross jab-,Strength,Abdominals,Dumbbell,Intermediate,"The dumbbell V-sit cross jab is a hybrid movement that trains the abdominal and shoulder muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing a cardiovascular challenge.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
60,30 Hanging Leg Raise With Dumbbell,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
61,Dumbbell Get-Up Sit-Up,Strength,Abdominals,Dumbbell,Expert,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0.0,0.30000000000000004,0.0
62,Holman Right Side Plank with Left Triceps Press,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
63,Holman Left Side Plank with Right Triceps Press,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
64,Holman Boat with Feet Push-Out and Overhead Press,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
65,Holman Hovering Plank Row,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
66,Holman Weighted Seated Killer Abs to Russian Twist,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
67,Holman Straight Plank Dumbbell Reach-Under,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
68,Holman Straight-Arm Side Plank Overhead Press to Chest Press,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
69,Holman Weighted Burpee to Pike,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
70,Holman Straight-Legged Boat Chest Press,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
71,Holman Weighted Burpee to Side Delt Raise,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
72,Holman Heavy Double Pike,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
73,Holman Heavy Double Split Pike,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
74,MetaBurn Alternating Dumbbell Sit-Through,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
75,MetaBurn Alternating Plank Row With Dumbbell Pull-Through,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
76,MetaBurn Alternating Plank Row With Push-Up,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
77,MetaBurn Dumbbell Russian Twist,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
78,MetaBurn Dumbbell Toe-Touch,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
79,MetaBurn Plank To Alternating Row,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0.7,0.2,0.0
80,Standing dumbbell knee crunch-,Strength,Abdominals,Dumbbell,Intermediate,"The standing dumbbell knee crunch is a great way to train the abs while standing up. Additionally, the deltoids are worked because the lifter holds a pair of dumbbells overhead throughout.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.7,0.2,0.0
81,MetaBurn Plank With Dumbbell Rotation,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
82,FYR2 Dumbbell Crab Reach,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
83,FYR2 Dumbbell Man-Maker,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
84,FYR2 Dumbbell Sit-Up Reach,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
85,FYR2 Loaded Beast Sprawl,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
86,FYR2 Loaded to Unloaded Beast,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
87,Lying Leg Pullover,Strength,Abdominals,Dumbbell,Intermediate,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0.0,0.2,0.0
88,Landmine twist,Strength,Abdominals,None,Intermediate,"The landmine twist is a rotational abdominal movement performed using an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. It targets the deep muscles of the core, including both the obliques and the transversus abdominis. It can be done fast or slow, for time or reps, either in traditional muscle-focused rep ranges such as 8-12 reps per side or for higher rep ranges.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.9895833333333334
89,Suspended ab fall-out,Strength,Abdominals,None,Intermediate,"The suspended ab fall-out is a dynamic abdominal exercise utilizing a suspension strap system or gymnastic rings. It is similar in form to an ab roller, but can more easily be scaled to be more or less difficult. It targets the muscles of the rectus abdominis or ""six-pack"" muscles, as well as the deep core muscles. It can be trained for low reps for strength or higher reps for muscle definition.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.9687500000000001
90,Decline reverse crunch,Strength,Abdominals,None,Intermediate,"The decline reverse crunch is a popular bodyweight exercise targeting the abdominal muscles, particularly the lower abs. It is usually performed for high reps, such as 10-15 reps per set or more, as part of the ab-focused portion of a workout.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.9583333333333333
91,Plate Twist,Strength,Abdominals,None,Beginner,,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.2,0.9375
92,Weighted Crunches,Strength,Abdominals,None,Intermediate,"The weighted suitcase crunch is a weighted version of a popular abdominal training exercise. The simple addition of a weight makes the suitcase crunch far more difficult, helping build the ""six pack"" muscles and providing a different stimulus to the core during training.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.7,0.2,0.9270833333333334
93,Ab Roller,Strength,Abdominals,None,Intermediate,"The ab wheel roll-out is an exercise targeting the abdominals, often with an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of, if no the best exercise for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.9270833333333334
94,Otis-Up,Strength,Abdominals,None,Intermediate,"The Otis-up is a weighted exercise focusing on the abdominal muscles, as well as the shoulders to a lesser degree. It primarily targets the rectus abdominus or “six-pack” muscles, but also involves the obliques and deep core muscles. It is normally performed on a decline bench holding a weight plate, but can also be performed with a dumbbell, kettlebell, or other weight.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.9166666666666667
95,Captain's chair knee raise,Strength,Abdominals,None,Intermediate,"The captain's chair knee raise is a bodyweight exercise that targets the abs. It is performed on an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.8958333333333334
96,Sledgehammer swing,Strength,Abdominals,None,Intermediate,The sledgehammer swing is an exercise working the abdominals and numerous other muscles. The sledgehammer is slammed from overhead onto a tire which absorbs the impact and causes the hammer to bounce back up. It can be performed for time or reps as part of a functional fitness or athleticism-focused workout.,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.8958333333333334
97,Decline bar press sit-up,Strength,Abdominals,Barbell,Intermediate,"The decline bar press sit-up is a weighted core exercise targeting the abdominal muscles, particularly the lower abs. It also challenges the shoulders and upper back to move the weight. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout.",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0.0,0.2,0.8854166666666667
98,Pallof press,Strength,Abdominals,None,Intermediate,"The Pallof press is an isometric exercise that trains core stability. It involves resisting rotation from a cable or band, developing what is sometimes called ""anti-rotation"" core strength. It is most often seen in programs for athletes who compete in sports that test strength, power, and functional movements. It can be trained in timed holds or for reps by pressing the cable or band away from the body.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.8750000000000001
99,Weighted Sit-Ups - With Bands,Strength,Abdominals,None,Intermediate,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0,0.2,0.8333333333333334
